price,bedrooms,bathrooms,parkingSpots,propertySize,distance_SY (km),distance_OT (km),location_East,location_Mid-East,location_Mid-West,location_West
720000.0,4.0,4.0,2.0,197.0,12.0,19.0,0,0,1,0
105000.0,3.0,2.0,2.0,145.0,14.0,11.0,0,1,0,0
295000.0,4.0,2.0,1.0,300.0,13.0,5.0,0,1,0,0
96400.0,3.0,2.0,2.0,140.0,7.0,8.0,1,0,0,0
360000.0,3.0,3.0,2.0,225.0,7.0,6.0,1,0,0,0
180000.0,3.0,2.0,2.0,151.0,13.0,5.0,0,1,0,0
189200.0,3.0,2.0,2.0,114.0,15.0,20.0,0,0,1,0
97500.0,2.0,1.0,1.0,61.0,13.0,6.0,0,1,0,0
580000.0,3.0,2.0,2.0,271.0,11.0,18.0,0,0,1,0
150000.0,3.0,2.0,2.0,103.0,12.0,17.0,0,0,1,0
68000.0,2.0,1.0,2.0,76.0,11.0,15.0,0,0,1,0
310000.0,3.0,4.0,6.0,200.0,3.0,11.0,1,0,0,0
325000.0,3.0,2.0,1.0,625.0,7.0,5.0,1,0,0,0
750000.0,4.0,4.0,2.0,646.0,11.0,18.0,0,0,1,0
350000.0,3.0,3.0,2.0,171.0,5.0,6.0,1,0,0,0
420000.0,3.0,3.0,2.0,225.0,6.0,9.0,1,0,0,0
300000.0,2.0,2.0,1.0,200.0,12.0,6.0,0,1,0,0
80000.0,2.0,1.0,1.0,130.0,12.0,17.0,0,0,1,0
155000.0,3.0,2.0,1.0,150.0,14.0,10.0,0,1,0,0
750000.0,4.0,4.0,2.0,500.0,4.0,9.0,1,0,0,0
103899.5,3.0,2.0,2.0,132.0,9.0,11.0,1,0,0,0
100000.0,2.0,2.0,2.0,100.0,9.0,17.0,0,0,1,0
185000.0,3.0,3.0,3.0,270.0,7.0,15.0,0,0,1,0
249900.0,3.0,3.0,1.0,180.0,11.0,18.0,0,0,1,0
217500.0,3.0,2.0,2.0,150.0,7.0,5.0,1,0,0,0
420000.0,3.0,3.0,2.0,140.0,12.0,19.0,0,0,1,0
297000.0,3.0,2.0,2.0,340.0,14.0,11.0,0,1,0,0
79000.0,4.0,2.0,1.0,120.0,17.0,11.0,0,0,0,1
31917.2,2.0,1.0,1.0,150.0,17.0,10.0,0,0,0,1
249400.0,3.0,2.0,2.0,122.0,10.0,6.0,0,1,0,0
107450.0,3.0,1.0,2.0,120.0,21.0,14.0,0,0,0,1
42732.85,2.0,1.0,1.0,200.0,12.0,15.0,0,0,1,0
365000.0,3.0,4.0,2.0,200.0,5.0,4.0,1,0,0,0
230000.0,3.0,2.0,2.0,1.0,6.0,14.0,0,0,1,0
526000.0,4.0,4.0,2.0,300.0,11.0,18.0,0,0,1,0
135000.0,3.0,2.0,2.0,120.0,5.0,7.0,1,0,0,0
310000.0,4.0,4.0,6.0,192.0,3.0,11.0,1,0,0,0
420000.0,5.0,3.0,1.0,450.0,4.0,8.0,1,0,0,0
104000.0,3.0,1.0,2.0,240.0,10.0,18.0,0,0,1,0
119000.0,3.0,1.0,2.0,106.0,21.0,14.0,0,0,0,1
34000.0,1.0,1.0,5.0,165.0,28.0,20.0,0,0,0,1
550000.0,5.0,4.0,2.0,300.0,7.0,15.0,0,0,1,0
230000.0,2.0,1.0,5.0,390.0,2.0,6.0,1,0,0,0
73181.0,2.0,1.0,1.0,83.0,20.0,13.0,0,0,0,1
200000.0,4.0,5.0,2.0,255.0,7.0,15.0,0,0,1,0
69000.0,3.0,3.0,1.0,100.0,10.0,4.0,0,1,0,0
60000.0,2.0,2.0,2.0,60.0,3.0,9.0,1,0,0,0
36500.0,2.0,2.0,1.0,76.0,15.0,7.0,0,1,0,0
97500.0,3.0,2.0,2.0,100.0,9.0,11.0,1,0,0,0
81000.0,3.0,2.0,1.0,134.0,10.0,7.0,0,1,0,0
49000.0,3.0,3.0,2.0,129.0,12.0,13.0,1,0,0,0
350000.0,3.0,4.0,2.0,217.0,7.0,15.0,0,0,1,0
48500.0,4.0,2.0,1.0,80.0,12.0,17.0,0,0,1,0
335000.0,3.0,4.0,2.0,400.0,6.0,8.0,1,0,0,0
285000.0,3.0,3.0,2.0,200.0,7.0,15.0,0,0,1,0
31000.0,3.0,2.0,2.0,80.0,14.0,6.0,0,1,0,0
58000.0,5.0,2.0,1.0,190.0,10.0,9.0,1,0,0,0
96000.0,3.0,2.0,1.0,230.0,3.0,12.0,0,0,1,0
195000.0,6.0,4.0,1.0,120.0,5.0,4.0,1,0,0,0
295300.0,3.0,3.0,2.0,300.0,11.0,18.0,0,0,1,0
305000.0,3.0,3.0,2.0,200.0,15.0,20.0,0,0,1,0
137500.0,5.0,4.0,1.0,166.0,5.0,10.0,1,0,0,0
28750.0,3.0,2.0,2.0,80.0,14.0,6.0,0,1,0,0
64000.0,2.0,2.0,2.0,115.0,7.0,7.0,1,0,0,0
39500.0,2.0,2.0,2.0,120.0,12.0,13.0,1,0,0,0
65000.0,3.0,3.0,3.0,153.0,14.0,11.0,0,1,0,0
235000.0,3.0,3.0,1.0,200.0,8.0,12.0,1,0,0,0
29150.0,2.0,1.0,1.0,149.0,15.0,8.0,0,1,0,0
750000.0,3.0,4.0,1.0,600.0,4.0,10.0,1,0,0,0
295000.0,3.0,3.0,1.0,160.0,4.0,10.0,1,0,0,0
55000.0,3.0,1.0,1.0,110.0,3.0,9.0,1,0,0,0
50005.0,3.0,1.0,1.0,140.0,3.0,9.0,1,0,0,0
395000.0,3.0,8.0,1.0,252.0,7.0,15.0,0,0,1,0
265000.0,3.0,4.0,1.0,1.0,5.0,9.0,1,0,0,0
165000.0,3.0,3.0,2.0,147.0,13.0,6.0,0,1,0,0
100000.0,3.0,2.0,2.0,180.0,16.0,9.0,0,1,0,0
90000.0,3.0,1.0,1.0,100.0,10.0,7.0,0,1,0,0
69500.0,3.0,2.0,2.0,120.0,14.0,11.0,0,1,0,0
140000.0,3.0,7.0,1.0,115.0,4.0,12.0,0,0,1,0
50750.0,2.0,2.0,1.0,96.0,9.0,11.0,1,0,0,0
162200.0,2.0,2.0,2.0,124.0,3.0,6.0,1,0,0,0
34250.0,2.0,2.0,2.0,105.0,12.0,13.0,1,0,0,0
295000.0,3.0,3.0,4.0,200.0,4.0,10.0,1,0,0,0
132500.0,3.0,2.0,4.0,100.0,9.0,11.0,1,0,0,0
225000.0,3.0,7.0,1.0,200.0,12.0,15.0,1,0,0,0
210000.0,3.0,2.0,2.0,125.0,3.0,10.0,1,0,0,0
425000.0,4.0,4.0,5.0,250.0,8.0,2.0,0,1,0,0
28650.0,3.0,2.0,2.0,105.0,16.0,11.0,0,1,0,0
170000.0,3.0,4.0,2.0,140.0,3.0,10.0,1,0,0,0
193600.0,3.0,4.0,2.0,144.0,9.0,11.0,1,0,0,0
67500.0,4.0,2.0,1.0,70.0,10.0,4.0,0,1,0,0
295000.0,3.0,3.0,1.0,160.0,4.0,10.0,1,0,0,0
350000.0,3.0,4.0,2.0,217.0,7.0,15.0,0,0,1,0
199000.0,7.0,4.0,1.0,203.0,10.0,2.0,0,1,0,0
345000.0,3.0,3.0,2.0,255.0,7.0,7.0,1,0,0,0
142500.0,2.0,2.0,1.0,103.0,7.0,7.0,1,0,0,0
55000.0,3.0,1.0,2.0,156.0,3.0,9.0,1,0,0,0
296000.0,3.0,3.0,2.0,300.0,15.0,20.0,0,0,1,0
460500.0,3.0,3.0,2.0,375.0,6.0,9.0,1,0,0,0
144750.0,3.0,2.0,2.0,144.0,14.0,9.0,0,1,0,0
130000.0,3.0,3.0,2.0,140.0,14.0,11.0,0,1,0,0
198750.0,3.0,4.0,2.0,87.0,9.0,11.0,1,0,0,0
48675.05,3.0,2.0,1.0,148.0,17.0,11.0,0,1,0,0
125000.0,3.0,2.0,1.0,130.0,9.0,4.0,0,1,0,0
295000.0,3.0,3.0,4.0,240.0,11.0,5.0,0,1,0,0
350000.0,3.0,3.0,4.0,144.0,6.0,7.0,1,0,0,0
33750.0,3.0,3.0,2.0,94.0,14.0,6.0,0,1,0,0
118350.0,5.0,2.0,2.0,230.0,7.0,8.0,1,0,0,0
85000.0,3.0,2.0,2.0,12098.0,17.0,11.0,0,1,0,0
50005.0,3.0,1.0,1.0,140.0,3.0,9.0,1,0,0,0
92500.0,2.0,1.0,2.0,80.0,7.0,7.0,1,0,0,0
65000.0,3.0,3.0,3.0,153.0,14.0,11.0,0,1,0,0
29150.0,2.0,1.0,1.0,149.0,15.0,8.0,0,1,0,0
97500.0,3.0,2.0,2.0,130.0,12.0,17.0,0,0,1,0
586000.0,4.0,3.0,2.0,271.0,11.0,18.0,0,0,1,0
84900.0,3.0,3.0,1.0,140.0,7.0,8.0,1,0,0,0
280000.0,3.0,4.0,2.0,300.0,15.0,20.0,0,0,1,0
305000.0,3.0,3.0,2.0,200.0,15.0,20.0,0,0,1,0
110000.0,3.0,2.0,1.0,100.0,8.0,6.0,1,0,0,0
36500.0,2.0,1.0,2.0,80.0,12.0,9.0,0,1,0,0
285000.0,3.0,5.0,3.0,200.0,15.0,20.0,0,0,1,0
170000.0,3.0,3.0,1.0,200.0,13.0,9.0,0,1,0,0
69000.0,3.0,3.0,1.0,100.0,10.0,4.0,0,1,0,0
120000.0,3.0,1.0,1.0,172.0,7.0,15.0,0,0,1,0
215000.0,4.0,3.0,10.0,400.0,2.0,7.0,1,0,0,0
55000.0,3.0,1.0,1.0,110.0,3.0,9.0,1,0,0,0
57000.0,3.0,3.0,2.0,102.0,8.0,9.0,1,0,0,0
650000.0,4.0,6.0,1.0,699.0,6.0,7.0,1,0,0,0
38000.0,2.0,2.0,2.0,105.0,12.0,13.0,1,0,0,0
165000.0,3.0,3.0,2.0,104.0,12.0,15.0,1,0,0,0
129500.0,3.0,2.0,1.0,82.0,10.0,7.0,0,1,0,0
29000.0,3.0,2.0,1.0,90.0,10.0,4.0,0,1,0,0
41250.0,3.0,2.0,1.0,110.0,3.0,9.0,1,0,0,0
450000.0,3.0,3.0,3.0,310.0,6.0,8.0,1,0,0,0
340000.0,3.0,4.0,2.0,240.0,9.0,17.0,0,0,1,0
175000.0,4.0,3.0,1.0,180.0,11.0,4.0,0,1,0,0
67500.0,2.0,1.0,1.0,60.0,8.0,6.0,1,0,0,0
132500.0,2.0,2.0,1.0,154.0,9.0,11.0,1,0,0,0
430000.0,4.0,2.0,4.0,436.0,3.0,8.0,1,0,0,0
249975.0,3.0,3.0,2.0,123.0,10.0,7.0,0,1,0,0
205000.0,3.0,3.0,1.0,200.0,4.0,12.0,0,0,1,0
199500.0,3.0,3.0,5.0,312.0,4.0,12.0,0,0,1,0
37250.0,2.0,2.0,2.0,129.0,12.0,13.0,1,0,0,0
144750.0,3.0,3.0,2.0,144.0,14.0,9.0,0,1,0,0
95000.0,3.0,2.0,2.0,90.0,12.0,9.0,0,1,0,0
435000.0,5.0,4.0,3.0,300.0,5.0,7.0,1,0,0,0
